0.0144,-0.0901,512
0.3273,-0.1552,512
0.1934,-0.1640,512
0.0419,-0.1014,512
-0.0832,-0.0989,512
0.0382,-0.1139,512
0.0720,-0.1389,512
0.0532,-0.1114,512
-0.2847,-0.6258,512
0.4825,-0.5544,512
0.0094,-0.0901,512
0.0407,-0.0701,512
0.0582,-0.1064,512
0.4074,-0.2315,512
0.0081,-0.0939,512
-0.1483,-0.0451,512
-0.3173,-0.2328,512
-0.2722,-0.6483,512
0.0006,-0.1202,512
-0.4349,-0.2503,512
0.0557,-0.0814,512
-0.3511,-0.3805,512
-0.0294,-0.1039,512
0.1571,-0.9975,512
0.0907,-0.4368,512
0.3260,0.0000,512
0.0982,-0.0788,512
0.3423,-0.1740,512
0.2422,-0.9987,512
0.0069,-0.1114,512
-0.0219,-0.1039,512
0.2897,-0.1927,512
-0.5000,-0.0463,512
0.2472,-0.1815,512
-0.0394,-0.1026,512
-0.5000,-0.2578,512
0.4862,-0.3066,512
0.3010,-0.4305,512
-0.0720,-0.1151,512
0.2196,-0.1815,512
0.1846,-0.2290,512
0.4987,-0.3054,512
0.4725,-0.5081,512
-0.0695,-0.0138,512
-0.0807,-0.1114,512
0.5000,-0.3817,512
-0.1220,-0.1227,512
0.3711,-0.3104,512
0.4387,-0.0313,512
0.2835,-0.3066,512
0.4212,-0.3705,512
0.2109,-1.0000,512
0.3861,-0.5482,512
-0.1245,-0.1327,512
0.4950,-0.4030,512
-0.1220,-0.1627,512
0.2422,-0.2841,512
0.1746,-0.2653,512
-0.1183,-0.1464,512
-0.0620,-0.1827,512
0.3235,-0.3767,512
-0.1233,-0.1527,512
-0.0607,-0.1915,512
-0.2960,-0.9987,512
0.4474,-0.4343,512
0.2347,-0.3492,512
0.1671,-0.3367,512
-0.0695,-0.2178,512
-0.1446,-0.8235,512
0.1345,-0.2916,512
0.0519,-0.2628,512
0.5000,-0.4869,512
-0.4587,-0.0050,512
-0.1458,-0.2003,512
-0.1921,-0.1640,512
-0.0119,-0.2641,512
0.5000,-0.5695,512
-0.2021,-0.1489,512
-0.1020,-0.2190,512
0.3761,-0.4030,512
-0.1333,-0.2053,512
0.1245,-0.3392,512
-0.1183,-0.2103,512
0.3924,-0.0488,512
-0.1195,-0.2103,512
-0.3173,-0.6295,512
-0.2334,-0.1690,512
-0.1496,-0.2228,512
0.3673,-0.5056,512
-0.1533,-0.2190,512
-0.4362,-0.7309,512
-0.1358,-0.2203,512
0.0494,-0.3780,512
-0.1583,-0.2303,512
-0.2309,-1.0000,512
0.0307,-0.3429,512
-0.5000,-0.0163,512
0.3298,-0.5745,512
0.1658,-0.4556,512
-0.1483,-0.2553,512
-0.1733,-0.2578,512
-0.0707,-0.3129,512
0.3798,-0.6095,512
0.0031,-0.3855,512
0.0432,-0.4105,512
-0.4825,-0.3242,512
-0.1571,-0.2591,512
0.0094,-0.4068,512
0.0131,-0.1665,512
-0.2021,-0.2503,512
-0.4599,-0.4105,512
-0.2121,-0.2541,512
-0.3298,-0.7209,512
-0.1621,-0.2816,512
0.2822,-0.6333,512
0.1095,-0.4969,512
-0.2146,-0.2603,512
-0.0882,-0.3367,512
-0.1996,-0.2541,512
0.1508,-0.5795,512
-0.1295,-0.3267,512
-0.0056,-0.4305,512
-0.1245,-0.3529,512
-0.0169,-0.4205,512
-0.4975,-0.2090,512
-0.1733,-0.3217,512
-0.2209,-0.2691,512
-0.2309,-0.2591,512
0.3373,-0.7034,512
-0.2084,-0.2879,512
0.3798,-0.7697,512
-0.0507,-0.4268,512
-0.2947,-0.2365,512
-0.1546,-0.3392,512
-0.0444,-0.4406,512
0.2146,-0.6020,512
-0.1471,-0.5106,512
-0.1095,-0.4581,512
-0.0782,-0.4481,512
-0.1008,-0.4105,512
-0.2171,-0.5332,512
-0.0857,-0.4280,512
-0.1934,-0.5707,512
-0.0970,-0.4255,512
0.4650,-0.4481,512
-0.3698,-0.1665,512
-0.2196,-0.3079,512
-0.2284,-0.3217,512
0.4412,-0.0901,512
-0.0019,-0.4906,512
-0.2534,-0.2916,512
0.2297,-0.7184,512
0.1245,-0.6258,512
0.2384,-0.7910,512
-0.3398,-0.9299,512
0.3260,-0.8874,512
-0.3986,-0.4380,512
-0.2209,-0.3917,512
-0.1921,-0.3742,512
-0.1758,-0.3967,512
0.2096,-0.5757,512
-0.3811,-0.1665,512
0.4612,-0.1852,512
-0.2835,-0.4393,512
-0.2259,-0.3141,512
0.2434,-0.8623,512
-0.1521,-0.2078,512
-0.1133,-0.4355,512
-0.0232,-0.4994,512
-0.1996,-0.3454,512
-0.4837,0.0000,512
-0.4562,-0.6308,512
-0.2860,-0.1176,512
-0.0795,-0.4406,512
0.0156,-0.7960,512
0.4975,-0.1314,512
-0.1333,-0.4130,512
0.0995,-0.2566,512
-0.1358,-0.4080,512
0.2021,-0.2028,512
-0.1183,-0.4643,512
-0.0957,-0.4280,512
0.5000,-0.9762,512
-0.2572,-0.2753,512
-0.3811,-0.9124,512
-0.2622,-0.2591,512
-0.0982,-0.4393,512
-0.0620,-0.4606,512
-0.0294,-0.6771,512
-0.2347,-0.5607,512
-0.1220,-0.5594,512
-0.0795,-0.4493,512
-0.0807,-0.8786,512
-0.1320,-0.4443,512
0.4299,-0.9512,512
0.4900,-0.0225,512
-0.0720,-0.4693,512
-0.0569,-0.4443,512
-0.0319,-0.4118,512
0.4987,-0.7635,512
-0.1971,-0.5419,512
-0.0907,-0.4543,512
-0.1521,-0.4919,512
0.3486,-1.0000,512
-0.4274,-0.9537,512
0.2209,-0.8598,512
0.4925,-0.1577,512
0.4700,-0.0601,512
-0.0945,-0.5106,512
-0.4412,0.0000,512
-0.4599,-0.1965,512
0.5000,-0.3730,512
-0.2084,-0.5282,512
-0.1421,-0.4743,512
0.5000,-0.0363,512
-0.4161,-0.4693,512
-0.0920,-0.4606,512
-0.2046,-0.8586,512
-0.3260,-0.6984,512
-0.3498,-0.6596,512
-0.1646,-0.5494,512
-0.3023,-0.6921,512
-0.0720,-0.4793,512
-0.4349,-0.2491,512
-0.0582,-0.4618,512
-0.5000,-0.8248,512
-0.4687,-0.4756,512
-0.4036,-0.1514,512
0.0707,-0.3817,512
-0.4487,-0.2315,512
-0.1283,-0.4969,512
-0.3861,-0.0601,512
-0.1170,-0.2641,512
-0.1045,-0.4456,512
0.1909,-0.6783,512
-0.3035,-0.6821,512
-0.3824,-0.5019,512
-0.4524,-0.1564,512
0.2647,-0.6683,512
-0.2785,-0.6308,512
-0.0332,-0.4781,512
-0.4287,-0.7885,512
0.0444,-0.4205,512
-0.3999,-0.7947,512
0.3661,-0.3855,512
-0.0932,-0.5494,512
0.0119,-0.4193,512
-0.3761,-0.8073,512
0.3611,-0.7635,512
0.3335,-0.7710,512
-0.0094,-0.4706,512
-0.2635,-0.5770,512
-0.4337,-0.8886,512
0.1683,-0.5832,512
0.4975,-0.4981,512
0.0019,-0.4280,512
0.0257,-0.8010,512
-0.1846,-0.6483,512
0.0757,-0.5207,512
0.0494,-0.4956,512
-0.1496,-0.6433,512
-0.1771,-0.6758,512
0.0632,-0.4368,512
0.0131,-0.4606,512
0.0394,-0.4956,512
-0.4136,-0.0350,512
0.0482,-0.4706,512
0.4775,-0.7922,512
-0.3473,0.0000,512
0.5000,-0.0451,512
0.1045,-0.4230,512
-0.4862,-0.8686,512
0.4074,-0.0964,512
0.0019,-0.5557,512
0.0582,-0.4781,512
0.1370,-0.1114,512
-0.0732,-0.6258,512
-0.0144,-0.5557,512
